is_sublemma,lemma,occurence_count,document_count
True,logistika,9.0,9
False,loomakasvatushoone,9.0,9
True,lähetustasu,9.0,9
False,maaeluministeerium,9.0,9
False,maamaksusoodustus,9.0,9
False,maardla,9.0,9
False,maja,9.0,9
True,majandusreform,9.0,9
True,majandussaadus,9.0,9
False,malev,9.0,9
False,meresõit,9.0,9
True,mess,9.0,9
False,metsakaitse,9.0,9
False,metsamajandus,9.0,9
True,minekutoetus,9.0,9
False,mitmepoolne,9.0,9
False,munitsipaalne,9.0,9
False,normatiiv,9.0,9
True,oja,9.0,9
False,omavalitsusorgan,9.0,9
False,otstarve,9.0,9
True,paigataotleja,9.0,9
False,parkimine,9.0,9
False,peetav,9.0,9
False,perekeskus,9.0,9
False,piiriesindaja,9.0,9
False,piirikontroll,9.0,9
False,piisav,9.0,9
False,pindalatoetus,9.0,9
False,premeerimine,9.0,9
False,puutumatus,9.0,9
False,päritolu,9.0,9
False,pärnjõgi,9.0,9
True,põhimõte,9.0,9
False,põhinev,9.0,9
False,põllumajandusreform,9.0,9
False,põllumajandussaadus,9.0,9
False,raadiosagedus,9.0,9
False,raadiosagedusplaan,9.0,9
False,raadioside,9.0,9
False,rahuaeg,9.0,9
True,rannik,9.0,9
False,registreerimistunnistus,9.0,9
True,registreering,9.0,9
False,registreeringuandmed,9.0,9
False,retsept,9.0,9
False,riigikool,9.0,9
False,roheline,9.0,9
False,rumm,9.0,9
True,saadavus,9.0,9
False,saaja,9.0,9
True,sagedusplaan,9.0,9
False,seljamets,9.0,9
False,siirdamine,9.0,9
False,siseturvalisus,9.0,9
True,sisu,9.0,9
False,statsionaarne,9.0,9
False,säilimine,9.0,9
False,sõidukulutus,9.0,9
False,sõidutoetus,9.0,9
False,sündmus,9.0,9
False,taimestik,9.0,9
False,taotlev,9.0,9
False,tarbijakaitseseadus,9.0,9
False,tareke,9.0,9
False,tasandusfond,9.0,9
False,tekkimine,9.0,9
False,tervisekahjustus,9.0,9
True,tervisenõu,9.0,9
False,tervisenõukogu,9.0,9
True,tirts,9.0,9
False,toidugrupp,9.0,9
False,toitlustuskulu,9.0,9
False,transiit,9.0,9
False,turismiseadus,9.0,9
False,tõstmine,9.0,9
False,ujula,9.0,9
False,vaimne,9.0,9
True,valitsusorgan,9.0,9
True,valmidus,9.0,9
False,varjupaigataotleja,9.0,9
True,vaste,9.0,9
False,vastutus,9.0,9
True,veetav,9.0,9
False,videovalve,9.0,9
True,väepataljon,9.0,9
False,välislähetus,9.0,9
True,välislähetus,9.0,9
False,välislähetustasu,9.0,9
False,välisteave,9.0,9
False,väljaandja,9.0,9
False,väljatöötamine,9.0,9
False,väljuv,9.0,9
True,võimekus,9.0,9
True,võistlus,9.0,9
True,õppekeskus,9.0,9
False,ökonoomika,9.0,9
False,ühiskomisjon,9.0,9
True,ühtekuuluvus,9.0,9
False,ületav,9.0,9
False,ülikooliseadus,9.0,9
False,HIV,9.0,8
False,Prangli,9.0,8
True,abinõu,9.0,8
False,aretus,9.0,8
False,aumärk,9.0,8
False,autoriõigus,9.0,8
True,idee,9.0,8
False,kahepoolne,9.0,8
False,kiiresti,9.0,8
True,kiiritus,9.0,8
False,kogukonnakogu,9.0,8
True,liiklusjäre,9.0,8
False,liiklusjärelevalve,9.0,8
True,maaparandushoid,9.0,8
False,maastikusõiduk,9.0,8
False,ohustav,9.0,8
False,ohutegur,9.0,8
False,omistamine,9.0,8
True,parandushoid,9.0,8
False,poolne,9.0,8
True,päevane,9.0,8
False,põletusseade,9.0,8
True,raad,9.0,8
True,reguleerim,9.0,8
True,riba,9.0,8
False,riigitee,9.0,8
False,riknev,9.0,8
False,seaduslik,9.0,8
False,sooviv,9.0,8
False,taastuv,9.0,8
False,teenistusleht,9.0,8
True,teoasi,9.0,8
False,tõsteseade,9.0,8
False,tööaeg,9.0,8
False,viibimine,9.0,8
False,välisleping,9.0,8
False,väärteoasi,9.0,8
False,võrguteenus,9.0,8
False,ühistegevus,9.0,8
True,elektro,9.0,7
False,embrüo,9.0,7
False,erimissioon,9.0,7
False,eritunnus,9.0,7
True,haud,9.0,7
True,kaabel,9.0,7
True,kaitsekorraldus,9.0,7
False,kaitsekorralduskava,9.0,7
False,kalavaru,9.0,7
True,keskkonnajäre,9.0,7
False,keskkonnajärelevalve,9.0,7
True,komponent,9.0,7
True,korralduskava,9.0,7
False,loterii,9.0,7
False,maaparandus,9.0,7
True,meteoroloogia,9.0,7
True,mõõdistamine,9.0,7
False,müratase,9.0,7
False,plank,9.0,7
False,raudtee-ettevõtja,9.0,7
True,tee-ettevõtja,9.0,7
False,teetöö,9.0,7
True,terminal,9.0,7
True,tundlik,9.0,7
True,täitmine,9.0,7
False,verekomponent,9.0,7
False,õli,9.0,7
False,autojuht,9.0,6
False,daktüloskopeerimine,9.0,6
False,identifitseerimine,9.0,6
False,klooga,9.0,6
True,korraldustöö,9.0,6
False,lennuettevõtja,9.0,6
False,marjakultuur,9.0,6
False,pariisi,9.0,6
False,puuvili,9.0,6
True,sissetulek,9.0,6
False,sperma,9.0,6
False,tagatisraha,9.0,6
False,tai,9.0,6
False,õis,9.0,6
False,õpilaspilet,9.0,6
True,arengukoostöö,9.0,5
False,lambarümp,9.0,5
True,lammas,9.0,5
False,montenegro,9.0,5
True,teadusraamat,9.0,5
False,teadusraamatukogu,9.0,5
False,eritoit,9.0,4
False,kinnispakk,9.0,4
True,paigaldus,9.0,3
False,paigaldusprojekt,9.0,3
True,hari,8.9,16
True,hindam,8.7,25
True,hindami,8.7,25
True,hindamis,8.7,25
False,uuendama,8.7,25
False,tekkima,8.7,24
False,sordi,8.7,21
False,kogu,8.7,16
False,viies,8.7,12
True,laid,8.7,9
True,jook,8.5,19
False,ette,8.5,17
True,kool-Laps,8.5,17
True,kool-Last,8.5,17
False,kuul,8.5,17
True,regionaa,8.5,17
True,regionaal,8.5,17
True,see,8.5,17
True,sell,8.5,17
True,taastuma,8.5,17
False,valitsusväliselt,8.5,17
False,vähemalt,8.5,17
False,Moldova,8.5,16
False,hulk,8.5,16
True,kõrv,8.5,16
False,surm,8.5,16
False,surmama,8.5,16
False,Hiina,8.5,15
False,ebaseaduslikult,8.5,15
True,seaduslikult,8.5,15
True,müra,8.5,14
True,mürama,8.5,14
False,Jaapan,8.5,13
True,lõikus,8.5,12
True,jaotus,8.5,11
False,keskkonnakompleksluga,8.5,10
True,kompleksluga,8.5,10
False,viitav,8.5,10
True,harju,8.4,15
True,harjuma,8.4,15
False,tingima,8.3,25
False,tingitu,8.3,25
False,tingitud,8.3,25
True,laduma,8.3,23
False,kaasnema,8.3,17
False,sööma,8.2,21
False,esitatu,8.0,24
False,esitatud,8.0,24
True,kinnistu,8.0,22
True,kinnistuma,8.0,22
False,keelama,8.0,19
True,Harku,8.0,16
False,Luksemburg,8.0,16
False,Suurup,8.0,16
False,Suurupi,8.0,16
True,harku,8.0,16
True,koorem,8.0,16
True,koormama,8.0,16
True,kõrb,8.0,16
True,kõrve,8.0,16
True,puhk,8.0,16
True,puhkema,8.0,16
True,remontima,8.0,16
False,Harjumaa,8.0,15
False,Muras,8.0,15
False,Muraste,8.0,15
False,täpsustav,8.0,15
False,hõbedane,8.0,14
False,kutseõpe,8.0,14
True,viibim,8.0,14
True,viibimi,8.0,14
True,viibimis,8.0,14
True,põnn,8.0,13
False,laiune,8.0,12
False,laius,8.0,12
True,tariif,8.0,12
False,pärinev,8.0,9
True,tagasipöördum,8.0,9
True,tagasipöördumi,8.0,9
False,Ardu,8.0,8
False,Jakobson,8.0,8
False,Jüri,8.0,8
True,Lasteaia-Alg,8.0,8
False,Lasteaia-Algkool,8.0,8
False,Lämmijärv,8.0,8
True,Lääne-Saare,8.0,8
False,Lääne-Saaremaa,8.0,8
False,Myanmar,8.0,8
False,Obinitsa,8.0,8
False,Pillerpall,8.0,8
False,Riisipere,8.0,8
False,Ruusa,8.0,8
False,Sõru,8.0,8
False,Tuglas,8.0,8
False,Uulu,8.0,8
False,Vaida,8.0,8
False,Voka,8.0,8
False,aastasaak,8.0,8
True,aegne,8.0,8
True,agarik,8.0,8
False,agarikupüük,8.0,8
True,aia-Alg,8.0,8
True,aia-Algkool,8.0,8
False,ainuõigus,8.0,8
True,ajalugu,8.0,8
False,aktsiisivaba,8.0,8
True,aku,8.0,8
False,ametihüve,8.0,8
True,ametnikukandidaat,8.0,8
False,andekas,8.0,8
False,aparatuur,8.0,8
False,arengufond,8.0,8
False,asjaolu,8.0,8
False,avastamine,8.0,8
False,biotsiidiseadus,8.0,8
False,diislikütus,8.0,8
False,diplom,8.0,8
True,disainilahendus,8.0,8
True,distsiplinaar,8.0,8
True,doktor,8.0,8
True,doonor,8.0,8
False,eelarvekomisjon,8.0,8
False,eemaldamine,8.0,8
True,ekspertiisiseadus,8.0,8
False,energiakava,8.0,8
True,ennetus,8.0,8
False,eralapsehoid,8.0,8
False,eriarstiabi,8.0,8
False,erivahend,8.0,8
False,esmane,8.0,8
False,etendusasutus,8.0,8
False,finantsrisk,8.0,8
False,garanteerimine,8.0,8
True,hall,8.0,8
False,hankimine,8.0,8
False,hariduskulu,8.0,8
True,haridusstandard,8.0,8
False,haridustoetus,8.0,8
False,hellik,8.0,8
True,hoiuamet,8.0,8
False,hooldustoetus,8.0,8
False,humanitaarabi,8.0,8
True,hääl,8.0,8
False,hääletamissedel,8.0,8
True,hüve,8.0,8
False,individuaalne,8.0,8
False,infoleht,8.0,8
True,istuja,8.0,8
False,joobeseisund,8.0,8
False,julgeolek,8.0,8
True,jutt,8.0,8
True,järk,8.0,8
True,jäätmekäitlus,8.0,8
True,kadett,8.0,8
True,kadri,8.0,8
False,kadriorg,8.0,8
False,kakuke,8.0,8
False,kalapüügieeskiri,8.0,8
True,karantiin,8.0,8
False,kasutuseeskiri,8.0,8
False,kasvatustegevus,8.0,8
False,katse,8.0,8
False,kaubanduslik,8.0,8
False,keeleseadus,8.0,8
True,keha,8.0,8
False,kesk,8.0,8
False,kivistis,8.0,8
False,klaasimuuseum,8.0,8
False,klassifikaator,8.0,8
False,kodanikualgatus,8.0,8
False,kodanikuühiskond,8.0,8
True,koer,8.0,8
False,kogukondlik,8.0,8
True,kohtuekspertiis,8.0,8
False,kohtuekspertiisiseadus,8.0,8
False,kohtutäiturimäärustik,8.0,8
False,kommunaal,8.0,8
True,kompetents,8.0,8
False,konteiner,8.0,8
False,konto,8.0,8
False,krediteerimine,8.0,8
False,kujutis,8.0,8
False,kultuuritegevus,8.0,8
False,kurepesa,8.0,8
False,kuulutus,8.0,8
False,käibedeklaratsioon,8.0,8
False,käitlusnõue,8.0,8
False,kõrveküla,8.0,8
False,küttegaas,8.0,8
False,laadungimärk,8.0,8
False,laevaliin,8.0,8
False,laid,8.0,8
True,lastehoid,8.0,8
False,lastekaitse,8.0,8
False,lepitaja,8.0,8
False,lg,8.0,8
False,liin,8.0,8
False,loomakasvatus,8.0,8
False,loomastik,8.0,8
True,luureamet,8.0,8
False,läbimine,8.0,8
False,lähtetoetus,8.0,8
True,lämmi,8.0,8
False,lõppakt,8.0,8
True,lülitus,8.0,8
False,maailm,8.0,8
False,maaparandusseadus,8.0,8
True,majandusamet,8.0,8
True,majandustoetus,8.0,8
False,majandusvöönd,8.0,8
False,majutamine,8.0,8
False,mereala,8.0,8
True,metoodika,8.0,8
False,metsandus,8.0,8
True,metsauuendus,8.0,8
False,metsauuenduskeskus,8.0,8
False,mikrolülitus,8.0,8
False,ministeeriumidevaheline,8.0,8
False,muinasjutt,8.0,8
False,muinsuskaitseamet,8.0,8
False,mõjutav,8.0,8
True,neto,8.0,8
False,netovõlakoormus,8.0,8
True,netovõlg,8.0,8
True,niit,8.0,8
False,nimeseadus,8.0,8
True,nõgi,8.0,8
False,nõgiaru,8.0,8
False,nõustamiskomisjon,8.0,8
False,ohutusseadis,8.0,8
True,olev,8.0,8
False,omaalgatuslik,8.0,8
False,omadus,8.0,8
True,omanikujäre,8.0,8
False,omanikujärelevalve,8.0,8
False,osak,8.0,8
False,osakaal,8.0,8
True,parandusseadus,8.0,8
False,parras,8.0,8
False,peakomitee,8.0,8
False,pensionär,8.0,8
False,pihlakobar,8.0,8
False,piiriveekogu,8.0,8
True,piirivesi,8.0,8
False,prügila,8.0,8
False,päevamaksumus,8.0,8
True,pähkel,8.0,8
False,päikesekiir,8.0,8
False,pärimine,8.0,8
False,põhigrupp,8.0,8
False,põhivabadus,8.0,8
False,põllumajandustoetus,8.0,8
True,põllumajandustootja,8.0,8
True,püügieeskiri,8.0,8
False,rahvakultuur,8.0,8
False,raiemäärus,8.0,8
False,remonditöö,8.0,8
False,remonttöö,8.0,8
False,resident,8.0,8
True,riigikaitse,8.0,8
False,riigikontroll,8.0,8
True,riis,8.0,8
False,ringkonnanimekiri,8.0,8
True,ringkonnanimi,8.0,8
True,ringlus,8.0,8
False,rõivas,8.0,8
True,saak,8.0,8
False,saav,8.0,8
True,sedel,8.0,8
False,sihtrühm,8.0,8
True,siire,8.0,8
False,siseaudit,8.0,8
False,sissenõudmine,8.0,8
False,sisunõue,8.0,8
True,sotsiaaltöö,8.0,8
False,sotsialistlik,8.0,8
False,spordikoostöö,8.0,8
False,spordiprojekt,8.0,8
False,spordiseadus,8.0,8
False,spordivaldkond,8.0,8
False,sundvaldus,8.0,8
False,suvine,8.0,8
False,sümbol,8.0,8
False,tagajärg,8.0,8
False,taimetoodang,8.0,8
False,tammine,8.0,8
False,tarvitamine,8.0,8
False,tasand,8.0,8
False,teabeleht,8.0,8
True,teadmine,8.0,8
False,teehooldus,8.0,8
False,teeninduskool,8.0,8
False,tegevusvaru,8.0,8
False,tehnoloogiline,8.0,8
False,tervishoiuamet,8.0,8
False,toetusõigus,8.0,8
False,toiduaine,8.0,8
True,toimetamine,8.0,8
False,tootjarühm,8.0,8
False,topoloogia,8.0,8
False,tuletõrje,8.0,8
True,turuamet,8.0,8
True,tuul,8.0,8
True,täiturimäärustik,8.0,8
True,töökomisjon,8.0,8
True,tööstusdisain,8.0,8
False,tööstusdisainilahendus,8.0,8
False,tööturuamet,8.0,8
False,töövõimetu,8.0,8
False,tüübikinnitus,8.0,8
True,usaldatavus,8.0,8
False,usaldatavusnormatiiv,8.0,8
True,uuenduskeskus,8.0,8
False,vaatamine,8.0,8
False,valitsusliige,8.0,8
False,vallasisene,8.0,8
False,valvekaamera,8.0,8
True,vanadus,8.0,8
False,vandetõlk,8.0,8
True,vanglaametnik,8.0,8
False,vanglaametnikukandidaat,8.0,8
False,varasem,8.0,8
False,vastavusmärk,8.0,8
False,veekiht,8.0,8
True,viidav,8.0,8
False,viirus,8.0,8
False,viisk,8.0,8
True,väikepõld,8.0,8
True,väikepõllumajandus,8.0,8
False,väikepõllumajandustootja,8.0,8
True,välisluure,8.0,8
False,välisluureamet,8.0,8
False,väljaantav,8.0,8
False,väljutatav,8.0,8
False,värvuke,8.0,8
False,võitlus,8.0,8
True,võlakoormus,8.0,8
False,võrdlemine,8.0,8
False,ÜRO,8.0,8
False,ühiskasutus,8.0,8
False,ülalpeetav,8.0,8
True,üliõpila,8.0,8
False,üüritasu,8.0,8
False,üürnik,8.0,8
False,AIDS,8.0,7
False,EMÜ,8.0,7
True,Jugo,8.0,7
True,dumping,8.0,7
True,elektroonika,8.0,7
False,energiamärgis,8.0,7
True,hooldusosakond,8.0,7
False,hukkamine,8.0,7
False,ideekonkurss,8.0,7
True,infosüsteem,8.0,7
False,isikunimi,8.0,7
True,jugo,8.0,7
True,kasum,8.0,7
True,kasumiaru,8.0,7
False,kasumiaruanne,8.0,7
False,keskkonnatoetus,8.0,7
True,kirjutus,8.0,7
False,konstruktsioon,8.0,7
True,kosmeetika,8.0,7
True,kriisireguleerim,8.0,7
False,kriminaalhooldusosakond,8.0,7
True,lepitus,8.0,7
False,linnaline,8.0,7
True,oksiid,8.0,7
False,paikne,8.0,7
False,projekteerimistingimus,8.0,7
False,reisilaev,8.0,7
False,riigikantselei,8.0,7
False,sadamarajatis,8.0,7
False,siseaudiitor,8.0,7
True,slaavia,8.0,7
False,sõjaväerelv,8.0,7
False,terviseohutus,8.0,7
True,tõhus,8.0,7
False,vedel,8.0,7
False,vesiviljelus,8.0,7
True,väerelv,8.0,7
True,õppus,8.0,7
True,kaabellevi,8.0,6
True,kiud,8.0,6
False,lill,8.0,6
False,lõppseade,8.0,6
True,maakler,8.0,6
True,mahuti,8.0,6
True,majanduspartnerlus,8.0,6
False,majanduspartnerlusleping,8.0,6
True,nitraat,8.0,6
True,ohutusülevaatus,8.0,6
True,ohutusüli,8.0,6
True,partnerlusleping,8.0,6
False,politseikool,8.0,6
False,päästeüksus,8.0,6
True,põletustehas,8.0,6
True,signalisatsioon,8.0,6
False,stabiliseerimisreserv,8.0,6
False,tuleohutusülevaatus,8.0,6
True,tuleohutusüli,8.0,6
True,ujutus,8.0,6
False,välistav,8.0,6
False,võitja,8.0,6
False,asitõend,8.0,5
False,jahitunnistus,8.0,5
True,kiirgustegevus,8.0,5
False,kiirgustegevusluba,8.0,5
False,lammas,8.0,5
False,lõhnaaine,8.0,5
False,ohutustunnistus,8.0,5
False,teenistusrelv,8.0,5
False,tolliladu,8.0,5
False,arengukoostööprojekt,8.0,4
True,auk,8.0,4
False,erisööt,8.0,4
True,koostööprojekt,8.0,4
False,searümp,8.0,4
False,teraviljaseeme,8.0,4
False,veiserümp,8.0,4
True,viljaseeme,8.0,4
False,põhjaveekogum,8.0,3
False,puistu,7.8,16
False,puistuma,7.8,16
False,toetama,7.8,15
False,tekkinu,7.7,23
False,tekkinud,7.7,23
False,uuendatu,7.7,23
False,uuendatud,7.7,23
False,põhjustatu,7.7,22
False,põhjustatud,7.7,22
False,söötma,7.7,20
False,kindlustatu,7.7,18
False,kindlustatud,7.7,18
True,käitlem,7.7,18
True,käitlemi,7.7,18
True,käitlemis,7.7,18
False,Belgia,7.5,15
False,Muuga,7.5,15
False,Suurbritannia,7.5,15
True,hääling,7.5,15
True,häälingu,7.5,15
True,kohustuma,7.5,15
True,kõrval,7.5,15
True,naksi,7.5,15
True,naksima,7.5,15
False,parkima,7.5,15
True,poole,7.5,15
True,start,7.5,15
True,startima,7.5,15
True,supe,7.5,15
True,supel,7.5,15
True,trall,7.5,15
True,trallima,7.5,15
True,vaht,7.5,15
True,vahtima,7.5,15
False,Horvaatia,7.5,14
False,Linnamäe,7.5,14
True,sula,7.5,14
True,sulama,7.5,14
False,Bulgaaria,7.5,13
False,liigitus,7.5,13
False,neli,7.5,12
True,arengukoos,7.5,11
True,arengukubu,7.5,11
True,tükk,7.5,11
True,loenduma,7.5,10
True,tõlk,7.5,9
False,lind,7.5,8
False,sõjaväeline,7.5,8
True,voliline,7.5,8
True,väeline,7.5,8
False,õnnetus,7.5,7
False,ülemine,7.5,6
False,adavere,7.5,5
False,albaania,7.5,5
False,austraalia,7.5,5
False,birma,7.5,5
False,genfi,7.5,5
False,jaak,7.5,5
False,laugas,7.5,5
False,matsalu,7.5,5
False,tadžikistani,7.5,5
False,bosnia,7.5,4
False,serbia,7.5,4
True,nägem,7.3,22
True,nägemi,7.3,22
True,nägemis,7.3,22
True,otsa,7.3,22
True,otsama,7.3,22
False,nõutama,7.3,21
False,võõrandama,7.3,20
False,vajaduspõhine,7.3,12
True,haab,7.3,8
False,elama,7.3,6
False,omandama,7.2,19
False,joogi,7.0,21
False,olnu,7.0,21
False,olnud,7.0,21
True,kinnistus,7.0,20
False,muundama,7.0,18
False,muundatu,7.0,18
False,muundatud,7.0,18
False,hõlmama,7.0,17
True,Algkool-Laps,7.0,14
True,Algkool-Last,7.0,14
False,Hispaania,7.0,14
False,Kaali,7.0,14
True,erastam,7.0,14
True,erastami,7.0,14
False,jagu,7.0,14
False,jaoks,7.0,14
False,koolma,7.0,14
True,maaül,7.0,14
True,maaüli,7.0,14
True,raskune,7.0,14
False,seal,7.0,14
False,taksoveoluba,7.0,14
False,taksoveoluga,7.0,14
True,tähine,7.0,14
True,tähis,7.0,14
True,tüüpima,7.0,14
False,valdama,7.0,14
True,Jõgeva,7.0,13
False,Jõgevamaa,7.0,13
True,heide,7.0,13
False,mürama,7.0,13
True,troopsete,7.0,13
True,üldee,7.0,13
True,üldees,7.0,13
True,kaal,7.0,12
False,remont,7.0,12
False,kaeveluba,7.0,8
False,kaeveluga,7.0,8
False,perioodiline,7.0,8
True,Ada,7.0,7
False,Eesti-Vene,7.0,7
False,J . V . Veski,7.0,7
False,Kaisma,7.0,7
False,Karu-Kati,7.0,7
False,Kirju-Mirju,7.0,7
False,Kreenholm,7.0,7
False,Kuldre,7.0,7
False,Laidoner,7.0,7
False,Midrimaa,7.0,7
False,Oisu,7.0,7
False,Oskar,7.0,7
False,Põhja-Tallinn,7.0,7
False,Ruila,7.0,7
False,Siimusti,7.0,7
False,Ulvi,7.0,7
False,Varbola,7.0,7
False,Vihtra,7.0,7
False,Vilsandi,7.0,7
False,Viru-Jaagupi,7.0,7
False,aadressikoht,7.0,7
True,aed-alg,7.0,7
True,aed-algkool,7.0,7
True,aia-alg,7.0,7
True,aia-algkool,7.0,7
True,aiateenus,7.0,7
False,ajaloomuuseum,7.0,7
False,aktsepteerimine,7.0,7
True,alakeskus,7.0,7
False,alaveri,7.0,7
False,algatus,7.0,7
False,alkoholiregister,7.0,7
False,ametijärk,7.0,7
False,aruküla,7.0,7
True,arvutamine,7.0,7
False,arvutivõrk,7.0,7
False,asustusüksus,7.0,7
False,audiovisuaalne,7.0,7
False,avalik-õiguslik,7.0,7
False,biotsiid,7.0,7
True,demineerim,7.0,7
False,demineerimistöö,7.0,7
False,demokraatlik,7.0,7
True,di,7.0,7
False,diferentseerimine,7.0,7
True,dioksiid,7.0,7
True,diplom,7.0,7
True,eesti,7.0,7
True,eesvool,7.0,7
False,ehitisregister,7.0,7
False,ehituskomisjon,7.0,7
False,elektriohutusseadus,7.0,7
False,elukestev,7.0,7
False,elutöö,7.0,7
True,energeetika,7.0,7
True,enne,7.0,7
True,ennetäht,7.0,7
False,ennetähtaegne,7.0,7
True,eralasteaed,7.0,7
False,eralasteaiateenus,7.0,7
False,erinev,7.0,7
True,finantseerim,7.0,7
False,haljasala,7.0,7
False,haridusstipendium,7.0,7
True,haridustase,7.0,7
False,hindaja,7.0,7
False,hooldemaja,7.0,7
True,hoolduslõikus,7.0,7
False,huvialakeskus,7.0,7
False,hälve,7.0,7
False,hääleõiguslikkus,7.0,7
True,informaatika,7.0,7
True,instrument,7.0,7
True,inter,7.0,7
False,inventar,7.0,7
True,isikukaitse,7.0,7
False,isikukaitsevahend,7.0,7
True,jaotamine,7.0,7
True,julgeolekukogu,7.0,7
False,julgeolekukokkulepe,7.0,7
True,jälg,7.0,7
False,jäämine,7.0,7
False,jäätmeluba,7.0,7
False,kahjulik,7.0,7
True,kaitseinspektsioon,7.0,7
False,kaitsekategooria,7.0,7
True,kaitseteenus,7.0,7
True,kaitseväeteenistus,7.0,7
True,kana,7.0,7
False,kapital,7.0,7
False,kassaline,7.0,7
False,kasvataja,7.0,7
False,kasvustrateegia,7.0,7
True,katel,7.0,7
False,katsetamine,7.0,7
False,keskkonnajuhtimissüsteem,7.0,7
False,keskkonnaregister,7.0,7
False,keskvalitsus,7.0,7
False,kingitus,7.0,7
False,kirik,7.0,7
False,koduloom,7.0,7
False,kohtumenetlus,7.0,7
False,kojulaenutamine,7.0,7
True,kollektiiv,7.0,7
False,kommunaalamet,7.0,7
False,konserveerimine,7.0,7
True,konstruktsioon,7.0,7
False,konsulaarseadus,7.0,7
True,koordinatsioon,7.0,7
True,koostööleping,7.0,7
False,korralduslik,7.0,7
True,korteriühistu,7.0,7
False,korteriühistuseadus,7.0,7
False,kosmoseside,7.0,7
True,kotkas,7.0,7
True,kultuurimaja,7.0,7
False,kultuurivaldkond,7.0,7
False,kultuuriüritus,7.0,7
False,kutseeksam,7.0,7
False,kutsekeskkool,7.0,7
False,kvartal,7.0,7
True,kvartaliosa,7.0,7
True,kõlblik,7.0,7
False,kõrgharidustase,7.0,7
False,laekuv,7.0,7
True,laenutamine,7.0,7
True,laevaliin,7.0,7
True,lapseline,7.0,7
True,lasteaed-alg,7.0,7
False,lasteaed-algkool,7.0,7
True,lasteaia-alg,7.0,7
False,lasteaia-algkool,7.0,7
True,lasteaiateenus,7.0,7
True,lause,7.0,7
False,legaliseerimine,7.0,7
False,lennusalk,7.0,7
False,lepinguriik,7.0,7
False,leppneem,7.0,7
False,liha,7.0,7
False,liikluskomisjon,7.0,7
False,liiklusregister,7.0,7
False,liikuv,7.0,7
False,likviidne,7.0,7
False,lubatav,7.0,7
False,lähetus,7.0,7
False,lähetuskulu,7.0,7
True,maakultuur,7.0,7
False,maakultuurimaja,7.0,7
False,maatükk,7.0,7
False,maavalitsus,7.0,7
False,majanduskeskkond,7.0,7
False,majanduskeskus,7.0,7
False,maksestatistiline,7.0,7
False,maksusoodustus,7.0,7
False,maksustamishind,7.0,7
True,mamm,7.0,7
False,mammaste,7.0,7
False,marjake,7.0,7
True,mast,7.0,7
False,meditsiin,7.0,7
True,mineerim,7.0,7
True,mineerimistöö,7.0,7
False,mitmeaastane,7.0,7
True,mudel,7.0,7
False,mudil,7.0,7
False,muinsuskaitseseadus,7.0,7
False,mägi,7.0,7
True,mänd,7.0,7
False,mõmm,7.0,7
True,nahk,7.0,7
False,naissaar,7.0,7
False,nimekomisjon,7.0,7
False,noorsootöötaja,7.0,7
False,noortemaja,7.0,7
False,noorteprojekt,7.0,7
True,nukk,7.0,7
False,näidis,7.0,7
False,nõustamine,7.0,7
False,nõustumine,7.0,7
True,ohutusseadus,7.0,7
True,olekukogu,7.0,7
True,olekukokkulepe,7.0,7
True,olema,7.0,7
False,olemine,7.0,7
True,olmejäätme,7.0,7
False,olmejäätmed,7.0,7
True,olümpia,7.0,7
False,omavalitsusteenistus,7.0,7
True,operatiiv,7.0,7
True,orkester,7.0,7
False,osafond,7.0,7
True,otsija,7.0,7
False,paju,7.0,7
False,pakkuja,7.0,7
False,pansionaat,7.0,7
False,parkimiskaart,7.0,7
False,parvlaevaliin,7.0,7
False,perekodu,7.0,7
True,pidamiskeskus,7.0,7
False,piimalehm,7.0,7
False,piiriprotokoll,7.0,7
False,piirkonnakogu,7.0,7
True,pikapäev,7.0,7
False,pikapäevarühm,7.0,7
False,plahvatusohtlik,7.0,7
False,planeerimisvaldkond,7.0,7
False,postisaadetis,7.0,7
True,preparaat,7.0,7
True,prii,7.0,7
False,psühholoogiline,7.0,7
False,psüühiline,7.0,7
False,puhkeaeg,7.0,7
False,puuduv,7.0,7
True,päevarühm,7.0,7
False,päring,7.0,7
False,pääste,7.0,7
False,päästeseadus,7.0,7
True,põgenik,7.0,7
False,püügivõimalus,7.0,7
False,püügivõimsus,7.0,7
True,rahvamuuseum,7.0,7
False,rahvastik,7.0,7
True,raudteeliiklus,7.0,7
False,registripidaja,7.0,7
False,reklaamiseadus,7.0,7
False,rektor,7.0,7
False,renditasu,7.0,7
False,riigilipp,7.0,7
True,rind,7.0,7
True,rohe,7.0,7
False,roos,7.0,7
False,räni,7.0,7
True,rõõm,7.0,7
False,saak,7.0,7
True,seen,7.0,7
False,sektor,7.0,7
False,selts,7.0,7
False,seltsing,7.0,7
False,seltsitegevus,7.0,7
True,sertifitseerim,7.0,7
False,sisseseade,7.0,7
True,sootöötaja,7.0,7
False,sordiaretus,7.0,7
False,sordikaitse,7.0,7
False,spordiorganisatsioon,7.0,7
True,staap,7.0,7
True,staaž,7.0,7
True,stabiilsus,7.0,7
False,stabiilsusmehhanism,7.0,7
False,suurenemine,7.0,7
True,säilitus,7.0,7
False,sääsk,7.0,7
False,sõjapõgenik,7.0,7
False,sõprus,7.0,7
True,sõrm,7.0,7
False,sõrmejälg,7.0,7
False,tagatav,7.0,7
